156.2268421052631,32.48
156.2268421052631,35.18
156.2268421052631,37.879999999999995
156.2268421052631,40.58
156.2268421052631,43.28
156.2268421052631,45.98
156.2268421052631,48.68
156.2268421052631,51.379999999999995
156.2268421052631,51.379999999999995
-1,-1
153.56357142857138,32.48
153.56357142857138,35.18
153.56357142857138,37.879999999999995
153.56357142857138,40.58
153.56357142857138,43.28
153.56357142857138,45.98
153.56357142857138,48.68
153.56357142857138,51.379999999999995
153.56357142857138,51.379999999999995
-1,-1
156.21071428571426,62.52
156.21071428571426,65.22
156.21071428571426,67.92
156.21071428571426,70.62
156.21071428571426,73.32000000000001
156.21071428571426,76.02000000000001
156.21071428571426,78.72
156.21071428571426,81.42
156.21071428571426,81.42
-1,-1
153.56924999999995,62.52
153.56924999999995,65.22
153.56924999999995,67.92
153.56924999999995,70.62
153.56924999999995,73.32000000000001
153.56924999999995,76.02000000000001
153.56924999999995,78.72
153.56924999999995,81.42
153.56924999999995,81.42
-1,-1
156.19299999999998,92.74
156.19299999999998,95.44
156.19299999999998,98.14
156.19299999999998,100.84
156.19299999999998,103.53999999999999
156.19299999999998,106.24
156.19299999999998,108.94
156.19299999999998,111.64
156.19299999999998,111.64
-1,-1
153.50088235294115,92.74
153.50088235294115,95.44
153.50088235294115,98.14
153.50088235294115,100.84
153.50088235294115,103.53999999999999
153.50088235294115,106.24
153.50088235294115,108.94
153.50088235294115,111.64
153.50088235294115,111.64
-1,-1
